['-121.99', '37.61', '9', '3666', '711', '2341', '703', '4.6458', '217000', '<1H OCEAN']
['-121.81', '37.26', '14', '3379', '683', '1465', '620', '4.0547', '236200', '<1H OCEAN']
['-121.81', '37.26', '16', '1911', '327', '1158', '332', '5.9359', '249500', '<1H OCEAN']
['-121.81', '37.25', '12', '2070', '587', '1216', '532', '4.1926', '244500', '<1H OCEAN']
['-121.83', '37.26', '7', '3609', '751', '1739', '682', '4.5033', '213100', '<1H OCEAN']
['-121.82', '37.25', '16', '2650', '600', '1969', '586', '3.9461', '194300', '<1H OCEAN']
['-121.83', '37.25', '17', '2332', '637', '1636', '623', '3.1932', '123400', '<1H OCEAN']
['-121.87', '37.26', '17', '1051', '172', '446', '173', '5.6652', '234500', '<1H OCEAN']
['-121.86', '37.26', '16', '2814', '485', '1305', '465', '5.5121', '224100', '<1H OCEAN']
['-121.87', '37.26', '24', '2383', '343', '1146', '341', '5.6223', '265700', '<1H OCEAN']
['-121.85', '37.26', '16', '1982', '280', '1030', '297', '6.4339', '289200', '<1H OCEAN']
['-121.85', '37.26', '16', '1816', '241', '793', '234', '6.8194', '291200', '<1H OCEAN']
['-121.84', '37.26', '5', '1808', '340', '825', '339', '5.0509', '184800', '<1H OCEAN']
['-121.83', '37.26', '15', '3243', '551', '1752', '551', '5.5849', '257400', '<1H OCEAN']
['-121.84', '37.25', '17', '2363', '473', '1369', '442', '4.8355', '141600', '<1H OCEAN']
['-121.87', '37.25', '4', '2498', '775', '1213', '631', '3.7844', '183900', '<1H OCEAN']
['-121.85', '37.25', '20', '3773', '624', '1965', '607', '5.4939', '241200', '<1H OCEAN']
['-121.83', '37.24', '23', '2543', '388', '1297', '385', '5.9164', '237400', '<1H OCEAN']
['-121.81', '37.24', '21', '3250', '610', '1978', '568', '4.5', '234400', '<1H OCEAN']
['-121.82', '37.24', '20', '3671', '567', '1944', '589', '6.0538', '241000', '<1H OCEAN']
['-121.82', '37.25', '24', '3344', '531', '1768', '541', '5.8305', '245600', '<1H OCEAN']
['-121.82', '37.25', '25', '4021', '634', '2178', '650', '5.1663', '241200', '<1H OCEAN']
['-121.81', '37.25', '5', '1975', '520', '861', '440', '4.4565', '159000', '<1H OCEAN']
['-121.81', '37.25', '25', '4096', '623', '2128', '618', '6.2957', '251800', '<1H OCEAN']
['-121.82', '37.23', '23', '4487', '584', '2024', '580', '7.5218', '291500', '<1H OCEAN']
['-121.82', '37.23', '25', '2349', '394', '1266', '383', '4.9688', '233100', '<1H OCEAN']
['-121.81', '37.23', '16', '1674', '281', '850', '254', '5.3157', '253300', '<1H OCEAN']
['-121.81', '37.23', '19', '2635', '427', '1497', '410', '6.3178', '248000', '<1H OCEAN']
['-121.81', '37.23', '24', '2413', '369', '1237', '381', '6.4328', '257200', '<1H OCEAN']
['-121.81', '37.23', '17', '2319', '324', '1076', '338', '6.4664', '278300', '<1H OCEAN']
['-121.78', '37.24', '17', '2123', '341', '1067', '339', '6.0062', '262700', '<1H OCEAN']
['-121.78', '37.22', '18', '2127', '387', '1547', '402', '5.0958', '217100', '<1H OCEAN']
['-121.78', '37.23', '18', '1747', '317', '1055', '285', '5898', '229100', '<1H OCEAN']
['-121.79', '37.23', '16', '2240', '300', '1221', '305', '6.0198', '289600', '<1H OCEAN']
['-121.79', '37.23', '17', '2281', '359', '1226', '394', '5.4193', '259500', '<1H OCEAN']
['-121.8', '37.23', '18', '3179', '526', '1663', '507', '5.9225', '265800', '<1H OCEAN']
['-121.8', '37.23', '18', '2581', '358', '1284', '377', '6.7385', '272400', '<1H OCEAN']
['-121.8', '37.27', '10', '3301', '593', '2190', '575', '6223', '260700', '<1H OCEAN']
['-121.8', '37.26', '16', '1868', '285', '995', '284', '5.9053', '260500', '<1H OCEAN']
['-121.77', '37.24', '12', '10236', '1878', '5674', '1816', '4747', '261100', '<1H OCEAN']
['-121.64', '37.15', '13', '4780', '798', '2795', '764', '6.1684', '288100', '<1H OCEAN']
['-121.64', '37.14', '14', '5487', '1024', '2823', '979', '4175', '229800', '<1H OCEAN']
['-121.63', '37.12', '17', '1830', '398', '1110', '388', '2.4821', '248200', '<1H OCEAN']
['-121.66', '37.13', '20', '4477', '924', '2656', '871', '3.8788', '226900', '<1H OCEAN']
['-121.65', '37.12', '14', '4721', '999', '2648', '888', '3.6895', '239300', '<1H OCEAN']
['-121.62', '37.09', '37', '1593', '303', '1030', '287', '3.9306', '260700', '<1H OCEAN']
['-121.58', '37.01', '44', '3192', '565', '1439', '568', '4.3693', '234000', 'INLAND']
['-121.58', '37.01', '15', '2873', '547', '1582', '567', '5.1519', '264700', 'INLAND']
['-121.59', '37.01', '16', '6637', '1171', '3575', '1162', '4.3227', '251500', 'INLAND']
['-121.61', '37.03', '5', '6529', '1010', '3071', '977', '5.6754', '298500', '<1H OCEAN']
['-121.58', '37.03', '16', '3120', '685', '2383', '681', '3.5551', '198600', 'INLAND']
['-121.58', '37.02', '27', '2303', '471', '1447', '467', '3.2019', '203600', 'INLAND']
['-121.59', '37.02', '14', '6355', '1279', '3704', '1224', '4.4233', '228600', 'INLAND']
['-121.57', '37.02', '17', '2889', '624', '2681', '608', '2.9417', '178000', 'INLAND']
['-121.57', '37.01', '44', '1448', '393', '1066', '357', '2.0625', '170300', 'INLAND']
['-121.55', '37.37', '39', '759', '141', '252', '106', '3.6964', '262500', 'INLAND']
['-121.59', '37.19', '52', '220', '32', '55', '26', '15.0001', '131300', '<1H OCEAN']
['-121.83', '37.02', '22', '1903', '350', '760', '322', '2.9559', '288400', '<1H OCEAN']
['-121.79', '37.03', '18', '943', '213', '544', '179', '3934', '228600', '<1H OCEAN']
['-121.01', '37.72', '23', '1373', '264', '677', '245', '2.5486', '161100', 'INLAND']
['-121.06', '37.73', '5', '2256', '420', '1246', '397', '4.9236', '155900', 'INLAND']
['-121.07', '37.71', '39', '223', '37', '92', '37', '3375', '212500', 'INLAND']
['-121.08', '37.69', '19', '6473', '1212', '3559', '1123', '3.2246', '129300', 'INLAND']
['-121.14', '37.7', '29', '1343', '223', '751', '225', '3.2391', '187500', 'INLAND']
['-121.09', '37.67', '30', '1653', '285', '800', '291', '3.3482', '220000', 'INLAND']
['-121.09', '37.61', '42', '1787', '296', '921', '287', '3.8864', '171400', 'INLAND']
['-121.18', '37.64', '43', '1244', '209', '611', '197', '2875', '187500', 'INLAND']
['-121.06', '37.7', '7', '9374', '1847', '4827', '1722', '3462', '151900', 'INLAND']
['-121.04', '37.7', '52', '349', '59', '121', '40', '3.3036', '197500', 'INLAND']
['-121.04', '37.69', '5', '9601', '1639', '4449', '1575', '4.5332', '195500', 'INLAND']
['-121.02', '37.71', '25', '207', '41', '87', '43', '3.6023', '131300', 'INLAND']
['-121.03', '37.69', '6', '2607', '557', '1266', '475', '3.4632', '137700', 'INLAND']
['-121.02', '37.7', '16', '3476', '650', '2126', '665', '3.3438', '125400', 'INLAND']
['-121.01', '37.7', '12', '9148', '1906', '4656', '1853', '3.2447', '142200', 'INLAND']
['-121.06', '37.67', '31', '906', '146', '383', '129', '3.4167', '196900', 'INLAND']
['-121.06', '37.66', '6', '3655', '598', '1993', '596', '4.6053', '150100', 'INLAND']
['-121.05', '37.65', '5', '3096', '545', '1760', '519', '4.5701', '146400', 'INLAND']
['-121.04', '37.66', '11', '1658', '301', '913', '298', '4.1705', '162800', 'INLAND']
['-121.04', '37.65', '8', '1959', '379', '995', '365', '3.3567', '129100', 'INLAND']
['-121.03', '37.65', '37', '375', '58', '120', '37', '3.9844', '150000', 'INLAND']
['-121.04', '37.67', '16', '19', '19', '166', '9', '536', '162500', 'INLAND']
['-121.01', '37.69', '20', '3275', '760', '1538', '705', '2.48', '135600', 'INLAND']
['-121.01', '37.68', '33', '828', '123', '373', '133', '5.5', '146200', 'INLAND']
['-121.01', '37.68', '33', '3230', '587', '1579', '560', '3.5775', '109700', 'INLAND']
['-121.04', '37.68', '18', '5129', '1171', '3622', '1128', '2.0272', '92700', 'INLAND']
['-121.04', '37.68', '28', '1909', '398', '1140', '380', '2.3783', '81400', 'INLAND']
['-121.02', '37.69', '19', '3814', '790', '2219', '804', '3.5208', '145000', 'INLAND']
['-121.03', '37.69', '5', '4034', '771', '1967', '742', '3.8065', '146000', 'INLAND']
['-121.04', '37.69', '9', '6333', '1355', '3265', '1265', '3.0217', '160900', 'INLAND']
['-121.02', '37.68', '25', '3262', '588', '1834', '578', '3996', '114500', 'INLAND']
['-121.03', '37.68', '20', '3204', '625', '2016', '605', '2.6567', '110400', 'INLAND']
['-121.03', '37.68', '27', '1956', '327', '1004', '307', '3.7857', '110500', 'INLAND']
['-121.02', '37.68', '28', '2875', '560', '1608', '558', '3.5489', '106400', 'INLAND']
['-121.01', '37.67', '37', '2483', '459', '1072', '445', '3.0721', '108100', 'INLAND']
['-121.01', '37.66', '36', '3679', '613', '1366', '581', '4.5', '151400', 'INLAND']
['-121.01', '37.65', '47', '1713', '334', '570', '297', '2.1969', '149400', 'INLAND']
['-121.02', '37.67', '32', '3951', '797', '1916', '740', '2.6722', '111500', 'INLAND']
['-121.03', '37.67', '24', '2162', '459', '1468', '441', '3.1857', '98300', 'INLAND']
['-121.03', '37.66', '31', '887', '217', '614', '199', '2.1528', '75500', 'INLAND']
['-121.02', '37.66', '36', '3495', '641', '1688', '684', '3.1568', '109900', 'INLAND']
['-121.02', '37.66', '28', '1437', '400', '806', '338', '1.6078', '125000', 'INLAND']
['-121.02', '37.65', '20', '2973', '620', '1996', '570', '3.0645', '106000', 'INLAND']
['-121.03', '37.64', '22', '2001', '387', '1520', '387', '3148', '102300', 'INLAND']
['-121.03', '37.63', '5', '2881', '584', '1490', '570', '3.0398', '120000', 'INLAND']
['-121.05', '37.64', '33', '1438', '237', '569', '208', '3.3516', '150000', 'INLAND']
['-121.05', '37.62', '37', '1043', '196', '555', '197', '3.4125', '125000', 'INLAND']
['-121.02', '37.64', '42', '1437', '307', '1035', '284', '2.1036', '88300', 'INLAND']
['-121.02', '37.63', '35', '1591', '364', '1290', '352', '1564', '81800', 'INLAND']
['-121.02', '37.62', '30', '1721', '399', '1878', '382', '2.5363', '83900', 'INLAND']
['-121.02', '37.61', '33', '1469', '370', '1318', '349', '1.7104', '59000', 'INLAND']
['-121.03', '37.62', '43', '1241', '240', '612', '266', '2.8194', '81300', 'INLAND']
['-121.03', '37.62', '46', '2331', '508', '1210', '484', '2.5313', '77700', 'INLAND']
['-121.02', '37.62', '14', '5737', '1286', '4722', '1210', '1.6731', '95800', 'INLAND']
['-121.01', '37.64', '52', '201', '35', '74', '22', '1.3036', '75000', 'INLAND']
['-121.01', '37.64', '36', '1981', '507', '1998', '468', '1.9013', '69900', 'INLAND']
['-121.01', '37.64', '33', '693', '207', '598', '192', '1.0217', '81300', 'INLAND']
['-121.01', '37.65', '52', '178', '53', '152', '62', '0.4999', '82500', 'INLAND']
['-121.01', '37.63', '41', '2764', '639', '2122', '600', '1.9643', '74900', 'INLAND']
['-121.01', '37.62', '35', '568', '150', '622', '145', '1.8167', '79500', 'INLAND']
['-121.01', '37.62', '35', '2074', '477', '1687', '431', '2.0885', '73700', 'INLAND']
['-121.01', '37.61', '5', '3655', '696', '2316', '647', '3.4703', '129300', 'INLAND']
['-121.02', '37.6', '33', '1009', '238', '1027', '246', '2.5993', '68000', 'INLAND']
['-121.02', '37.58', '36', '1285', '270', '706', '273', '1.7169', '121400', 'INLAND']
['-121.04', '37.6', '27', '958', '184', '580', '177', '2.1875', '82800', 'INLAND']
['-121.09', '37.56', '32', '1717', '325', '1356', '307', '2.6705', '91900', 'INLAND']
['-121.03', '37.55', '32', '946', '198', '624', '173', '1.9728', '97900', 'INLAND']
['-121.04', '37.5', '33', '613', '123', '343', '116', '3.1875', '129200', 'INLAND']
['-121.02', '37.48', '26', '467', '', '244', '83', '4.1346', '187500', 'INLAND']
['-121.12', '37.48', '5', '4109', '820', '3062', '713', '3.2396', '125200', 'INLAND']
['-121.14', '37.47', '38', '2427', '450', '1272', '474', '2.8833', '115200', 'INLAND']
['-121.14', '37.48', '6', '1772', '332', '1011', '331', '3.7045', '128100', 'INLAND']
['-121.13', '37.47', '37', '1995', '448', '1559', '443', '2.1833', '92700', 'INLAND']
['-121.11', '37.47', '12', '2263', '410', '913', '330', '3.5795', '145600', 'INLAND']
['-121.14', '37.46', '4', '2919', '503', '1592', '491', '5.2452', '161900', 'INLAND']
['-121.2', '37.6', '30', '2110', '406', '1301', '345', '2.3173', '86500', 'INLAND']
['-121.27', '37.56', '31', '1223', '330', '1067', '245', '2.8558', '100000', 'INLAND']
['-121.31', '37.44', '33', '69', '28', '47', '14', '536', '112500', 'INLAND']
['-121.21', '37.5', '34', '294', '49', '147', '47', '3', '162500', 'INLAND']
['-121.14', '37.52', '37', '1358', '231', '586', '214', '3.1645', '170800', 'INLAND']
['-121.06', '37.45', '33', '1401', '299', '915', '282', '3.4464', '162500', 'INLAND']
['-121.06', '37.42', '52', '504', '96', '295', '97', '3.5', '73500', 'INLAND']
['-121.11', '37.43', '42', '412', '75', '227', '75', '2.5', '74200', 'INLAND']
['-121.29', '37.33', '36', '48', '12', '27', '8', '4', '75000', 'INLAND']
['-121.09', '37.33', '40', '524', '112', '329', '96', '1.7188', '112500', 'INLAND']
['-121.01', '37.37', '41', '1045', '233', '632', '230', '2.3583', '95000', 'INLAND']
['-121.01', '37.33', '17', '1926', '410', '1054', '321', '1.6214', '71500', 'INLAND']
['-121.03', '37.33', '27', '1333', '230', '730', '229', '3.06', '106000', 'INLAND']
['-121.03', '37.32', '42', '2905', '561', '1457', '551', '2.2566', '82100', 'INLAND']
['-121.04', '37.3', '6', '2657', '486', '1409', '392', '3.3824', '115500', 'INLAND']
